"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"","","","","","","Rushes","Gain","Loss","Net","TD","Att","Cmp","Int","Yards","TD","Conv","Plays","Yards","No.","Yards","TD","No.","Yards","TD","No.","Yards","TD","No.","Yards","No.","Yards","TD","No.","Yards","TD","","Kicks Att","Kicks Made","R/P Att","R/P Made","Kicks Att","Kicks Made","Int/Fum Att","Int/Fum Made","Att","Made"
"257","Georgia","10/09/10","6","GRAY","LOGAN","","","","","","","","","","","","0","0","","","","","","","","","","","","2","11","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","6","GRAY","LOGAN","","","","","","","","","","","","0","0","1","1","0","","","","","","","","","1","2","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/02/10","8","GREEN","A.J.","1","40","0","40","0","","","","","","","1","40","7","119","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","10/09/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","6","96","1","","","","","","","","","1","7","0","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/16/10","8","GREEN","A.J.","1","6","0","6","0","","","","","","","1","6","3","64","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/23/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","6","86","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","8","GREEN","A.J.","1","0","2","-2","0","","","","","","","1","-2","4","42","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/06/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","6","103","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","11/13/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","9","164","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","11/27/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","8","97","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","12/31/10","8","GREEN","A.J.","","","","","","","","","","","","0","0","8","77","0","","","","","","","","","1","18","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","23","HAMILTON","JAKAR","","","","","","","","","","","","0","0","","","","1","17","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/27/10","42","HOUSTON","JUSTIN","","","","","","","","","","","","0","0","","","","1","4","0","1","18","1","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/04/10","4","KING","CALEB","10","48","1","47","1","","","","","","","10","47","1","4","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/25/10","4","KING","CALEB","9","27","4","23","0","","","","","","","9","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/02/10","4","KING","CALEB","12","103","3","100","0","","","","","","","12","100","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","4","KING","CALEB","13","66","8","58","0","","","","","","","13","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","4","KING","CALEB","12","69","5","64","0","","","","","","","12","64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","4","KING","CALEB","9","47","4","43","1","","","","","","","9","43","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/13/10","4","KING","CALEB","9","53","0","53","0","","","","","","","9","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/27/10","4","KING","CALEB","6","42","0","42","0","","","","","","","6","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/11/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","28","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","4","91","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/25/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","2","79","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/02/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","48","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","4","70","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/23/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","3","104","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/06/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","2","28","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","12/31/10","12","KING","TAVARRES","","","","","","","","","","","","0","0","4","33","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","14","MASON","HUTSON","","","","","","5","2","0","33","1","","5","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","14","MASON","HUTSON","2","5","0","5","0","4","4","0","28","0","","6","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","14","MASON","HUTSON","2","10","5","5","0","8","3","0","41","0","","10","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","2M","MCGOWAN","RHETT","","","","","","","","","","","","0","0","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","48","MUNZENMAIER","FRED","7","14","7","7","0","","","","","","","7","7","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/11/10","48","MUNZENMAIER","FRED","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","48","MUNZENMAIER","FRED","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","1","13","0","","","","","","","","","","","","","0"
"257","Georgia","09/25/10","48","MUNZENMAIER","FRED","","","","","","","","","","","","0","0","5","36","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","48","MUNZENMAIER","FRED","2","4","0","4","0","","","","","","","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","48","MUNZENMAIER","FRED","6","16","0","16","0","","","","","","","6","16","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","12/31/10","48","MUNZENMAIER","FRED","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","11","MURRAY","AARON","4","42","0","42","1","26","17","1","160","3","","30","202","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/11/10","11","MURRAY","AARON","6","8","23","-15","0","21","14","0","192","0","","27","177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","11","MURRAY","AARON","14","44","35","9","1","27","15","1","253","1","","41","262","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","09/25/10","11","MURRAY","AARON","7","38","6","32","0","31","18","0","274","1","","38","306","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","0"
"257","Georgia","10/02/10","11","MURRAY","AARON","7","30","17","13","0","27","16","1","221","3","","34","234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","11","MURRAY","AARON","7","59","18","41","2","25","17","0","266","2","","32","307","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","10/16/10","11","MURRAY","AARON","6","36","0","36","0","24","15","0","287","2","","30","323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/23/10","11","MURRAY","AARON","3","7","0","7","0","12","9","0","113","0","","15","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","11","MURRAY","AARON","8","39","23","16","0","37","18","3","313","3","0","45","329","","","","","","","","","","","","","","","","","","","","","2","1","","","","","","","","2"
"257","Georgia","11/06/10","11","MURRAY","AARON","3","3","7","-4","0","27","19","0","228","3","","30","224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/13/10","11","MURRAY","AARON","6","19","23","-4","0","28","15","0","273","3","","34","269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/27/10","11","MURRAY","AARON","4","0","10","-10","0","19","15","0","271","3","","23","261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","12/31/10","11","MURRAY","AARON","12","33","29","4","0","38","21","2","198","0","","50","202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","46","OGLETREE","ZANDER","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","46","OGLETREE","ZANDER","2","3","4","-1","0","","","","","","","2","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","20","OWENS","DEREK","","","","","","","","","","","","0","0","","","","","","","","","","","","2","16","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/25/10","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","39","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","11/13/10","18","RAMBO","BACARRI","","","","","","","","","","","","0","0","","","","1","25","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","86","RICH","DEREK","","","","","","","","","","","","0","0","1","19","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","4S","SAILORS","JOSH","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","1","SMITH","BRANDEN","1","17","0","17","0","","","","","","","1","17","1","3","0","","","","","","","","","3","51","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/11/10","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","2","4","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/02/10","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","36","0","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","1","SMITH","BRANDEN","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","2","14","0","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","1","SMITH","BRANDEN","3","27","0","27","0","","","","","","","3","27","","","","","","","","","","","","1","40","0","","","","","","","","","","","","","","","","0"
"257","Georgia","11/13/10","1","SMITH","BRANDEN","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/27/10","1","SMITH","BRANDEN","1","2","0","2","0","","","","","","","1","2","1","14","0","","","","","","","","","1","-2","0","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","30","THOMAS","CARLTON","13","64","3","61","0","","","","","","","13","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/11/10","30","THOMAS","CARLTON","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","30","THOMAS","CARLTON","6","30","0","30","0","","","","","","","6","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/25/10","30","THOMAS","CARLTON","8","28","6","22","0","","","","","","","8","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/02/10","30","THOMAS","CARLTON","7","19","8","11","0","","","","","","","7","11","1","9","0","","","","","","","","","","","","1","14","0","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","30","THOMAS","CARLTON","4","40","0","40","2","","","","","","","4","40","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"257","Georgia","10/23/10","30","THOMAS","CARLTON","6","13","1","12","0","","","","","","","6","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","30","THOMAS","CARLTON","1","13","0","13","0","","","","","","","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","30","THOMAS","CARLTON","14","64","0","64","0","","","","","","","14","64","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","12/31/10","30","THOMAS","CARLTON","4","19","1","18","0","","","","","","","4","18","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","28","TROUPE","ISRAEL","","","","","","","","","","","","0","0","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","28","TROUPE","ISRAEL","","","","","","","","","","","","0","0","2","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","3V","VAN DYK","WES","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","7","7","0","0","","","","","2","2","","13"
"257","Georgia","09/11/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","6"
"257","Georgia","09/18/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","1","1","","6"
"257","Georgia","09/25/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","6"
"257","Georgia","10/02/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","3","2","","9"
"257","Georgia","10/09/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","2","2","","11"
"257","Georgia","10/16/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","3","2","","11"
"257","Georgia","10/23/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","5","0","0","","","","","2","1","","8"
"257","Georgia","10/30/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"257","Georgia","11/06/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","6","0","0","","","","","2","2","","12"
"257","Georgia","11/13/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","4","4","0","0","","","","","1","1","","7"
"257","Georgia","11/27/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","6","0","0","","","","","","","","6"
"257","Georgia","12/31/10","57","WALSH","BLAIR","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","6"
"257","Georgia","09/18/10","81","WHITE","ARON","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/02/10","81","WHITE","ARON","","","","","","","","","","","","0","0","2","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","81","WHITE","ARON","","","","","","","","","","","","0","0","2","41","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/16/10","81","WHITE","ARON","","","","","","","","","","","","0","0","3","50","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/30/10","81","WHITE","ARON","","","","","","","","","","","","0","0","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/04/10","17","WOOTEN","RANTAVIOUS","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","09/18/10","17","WOOTEN","RANTAVIOUS","2","11","3","8","0","","","","","","","2","8","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/09/10","17","WOOTEN","RANTAVIOUS","","","","","","","","","","","","0","0","1","9","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"257","Georgia","10/16/10","17","WOOTEN","RANTAVIOUS","","","","","","","","","","","","0","0","2","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","10/23/10","17","WOOTEN","RANTAVIOUS","","","","","","","","","","","","0","0","2","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"257","Georgia","11/06/10","17","WOOTEN","RANTAVIOUS","3","17","4","13","0","","","","","","","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/04/10","18","ALLEN","ANTHONY","6","28","0","28","0","","","","","","","6","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/11/10","18","ALLEN","ANTHONY","11","90","1","89","0","","","","","","","11","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/18/10","18","ALLEN","ANTHONY","20","115","0","115","0","","","","","","","20","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/25/10","18","ALLEN","ANTHONY","14","46","11","35","0","","","","","","","14","35","1","50","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/02/10","18","ALLEN","ANTHONY","10","63","0","63","0","","","","","","","10","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/09/10","18","ALLEN","ANTHONY","25","195","0","195","3","","","","","","","25","195","","","","","","","","","","","","","","","","","","3","","","1","0","","","","","","","","18"
"255","Georgia Tech","10/16/10","18","ALLEN","ANTHONY","13","77","2","75","2","","","","","","","13","75","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"255","Georgia Tech","10/23/10","18","ALLEN","ANTHONY","17","92","0","92","0","","","","","","","17","92","2","38","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","11/04/10","18","ALLEN","ANTHONY","23","125","0","125","0","","","","","","","23","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/13/10","18","ALLEN","ANTHONY","15","77","0","77","0","","","","","","","15","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/20/10","18","ALLEN","ANTHONY","34","178","13","165","0","","","","","","","34","165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/27/10","18","ALLEN","ANTHONY","29","166","0","166","1","","","","","","","29","166","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","12/27/10","18","ALLEN","ANTHONY","23","94","3","91","1","","","","","","","23","91","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/04/10","85","ANDERSON","CHANDLER","","","","","","","","","","","","0","0","","","","","","","","","","2","80","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/11/10","85","ANDERSON","CHANDLER","","","","","","","","","","","","0","0","","","","","","","","","","4","112","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/04/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","","","","5"
"255","Georgia Tech","09/11/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"255","Georgia Tech","09/18/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","3","3","","12"
"255","Georgia Tech","09/25/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","4","4","0","0","","","","","","","","4"
"255","Georgia Tech","10/02/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","3","3","","10"
"255","Georgia Tech","10/09/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","2","2","","9"
"255","Georgia Tech","10/16/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","6","0","0","","","","","1","0","","6"
"255","Georgia Tech","10/23/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","3","2","","7"
"255","Georgia Tech","11/04/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","","","","3"
"255","Georgia Tech","11/13/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","1","1","","4"
"255","Georgia Tech","11/20/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","2","92","","","","","","","","3","3","0","0","","","","","3","3","","12"
"255","Georgia Tech","11/27/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","2","83","","","","","","","","5","4","0","0","","","","","","","","4"
"255","Georgia Tech","12/27/10","14","BLAIR","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","5","181","","","","","","","","1","1","0","0","","","","","","","","1"
"255","Georgia Tech","09/04/10","4","BOSTIC","B.J.","5","30","0","30","0","","","","","","","5","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/18/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","18","0","","","","","","","","","","","","","0"
"255","Georgia Tech","09/25/10","4","BOSTIC","B.J.","2","51","0","51","0","","","","","","","2","51","","","","","","","","","","","","","","","1","35","0","","","","","","","","","","","","","0"
"255","Georgia Tech","10/02/10","4","BOSTIC","B.J.","3","41","0","41","0","","","","","","","3","41","","","","","","","","","","","","","","","3","69","0","","","","","","","","","","","","","0"
"255","Georgia Tech","10/09/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","24","0","","","","","","","","","","","","","0"
"255","Georgia Tech","10/16/10","4","BOSTIC","B.J.","3","8","3","5","0","","","","","","","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/23/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","5","101","0","","","","","","","","","","","","","0"
"255","Georgia Tech","11/04/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","46","0","","","","","","","","","","","","","0"
"255","Georgia Tech","11/13/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","6","125","0","","","","","","","","","","","","","0"
"255","Georgia Tech","11/20/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","2","49","0","","","","","","","","","","","","","0"
"255","Georgia Tech","11/27/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","6","98","0","","","","","","","","","","","","","0"
"255","Georgia Tech","12/27/10","4","BOSTIC","B.J.","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","9","0","","","","","","","","","","","","","0"
"255","Georgia Tech","10/16/10","40","BURNETT","JULIAN","","","","","","","","","","","","0","0","","","","1","10","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/20/10","2","BUTLER","MARIO","","","","","","","","","","","","0","0","","","","1","85","1","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/02/10","82","CONE","KEVIN","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/04/10","82","CONE","KEVIN","","","","","","","","","","","","0","0","1","38","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/13/10","82","CONE","KEVIN","","","","","","","","","","","","0","0","3","42","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","12/27/10","82","CONE","KEVIN","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/04/10","36","COX","LUCAS","3","13","0","13","0","","","","","","","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/18/10","36","COX","LUCAS","2","3","0","3","0","","","","","","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/25/10","36","COX","LUCAS","3","22","0","22","0","","","","","","","3","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/09/10","36","COX","LUCAS","8","37","0","37","0","","","","","","","8","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/16/10","36","COX","LUCAS","3","31","0","31","0","","","","","","","3","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/23/10","36","COX","LUCAS","2","24","0","24","0","","","","","","","2","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/13/10","36","COX","LUCAS","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/25/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","1","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/02/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","2","18","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/09/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/16/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","1","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/23/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/27/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","2","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","12/27/10","15","EARLS","CORREY","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/04/10","5","HILL","STEPHEN","","","","","","","","","","","","0","0","2","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
