"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"255","Georgia Tech","10/24/09","37","TARRANT","JERRARD","","","","","","","","","","","","0","0","","","","","","","","","","","","2","0","0","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/07/09","37","TARRANT","JERRARD","","","","","","","","","","","","0","0","","","","","","","","","","","","3","32","0","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/14/09","37","TARRANT","JERRARD","","","","","","","","","","","","0","0","","","","","","","","","","","","4","44","0","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","12/05/09","37","TARRANT","JERRARD","","","","","","","","","","","","0","0","","","","1","50","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","01/05/10","37","TARRANT","JERRARD","","","","","","","","","","","","0","0","","","","1","40","1","","","","","","2","9","0","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/10/09","22","TAYLOR","COOPER","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/05/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","4","101","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/10/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","3","93","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/17/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","6","133","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/26/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","3","35","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/03/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","8","174","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/10/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","2","84","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/17/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","1","51","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/24/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","3","76","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/31/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","4","76","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","11/07/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","3","38","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/14/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","2","89","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","11/28/09","8","THOMAS","DEMARYIUS","","","","","","","","","","","","0","0","5","127","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","12/05/09","8","THOMAS","DEMARYIUS","1","3","0","3","0","","","","","","","1","3","2","77","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/05/09","13","WASHINGTON","TEVIN","6","41","1","40","0","1","1","0","21","0","","7","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/05/09","32","WATSON","RICHARD","4","25","0","25","0","","","","","","","4","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/24/09","32","WATSON","RICHARD","2","2","0","2","0","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/31/09","32","WATSON","RICHARD","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/14/09","32","WATSON","RICHARD","2","8","0","8","1","","","","","","","2","8","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","09/05/09","3","WRIGHT","MARCUS","2","8","0","8","0","","","","","","","2","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/17/09","3","WRIGHT","MARCUS","3","10","3","7","0","","","","","","","3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","09/26/09","3","WRIGHT","MARCUS","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/03/09","3","WRIGHT","MARCUS","2","14","0","14","0","","","","","","","2","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/10/09","3","WRIGHT","MARCUS","2","26","0","26","1","","","","","","","2","26","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/17/09","3","WRIGHT","MARCUS","3","23","0","23","1","","","","","","","3","23","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","10/24/09","3","WRIGHT","MARCUS","1","10","0","10","0","","","","","","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","10/31/09","3","WRIGHT","MARCUS","4","11","0","11","0","","","","","","","4","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/07/09","3","WRIGHT","MARCUS","1","7","0","7","0","","","","","","","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","11/14/09","3","WRIGHT","MARCUS","5","50","3","47","1","","","","","","","5","47","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"255","Georgia Tech","11/28/09","3","WRIGHT","MARCUS","5","24","3","21","0","","","","","","","5","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","12/05/09","3","WRIGHT","MARCUS","3","13","0","13","0","","","","","","","3","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"255","Georgia Tech","01/05/10","3","WRIGHT","MARCUS","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","12","ALEXANDER","GREG","16","100","24","76","0","32","21","1","304","3","","48","380","","","","","","","","","","","","","","","","","","","1","0","0","0","","","","","","","","0"
"277","Hawaii","09/12/09","12","ALEXANDER","GREG","3","12","1","11","0","36","26","0","453","3","","39","464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/19/09","12","ALEXANDER","GREG","9","27","10","17","0","48","31","1","477","3","0","57","494","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","0"
"277","Hawaii","09/30/09","12","ALEXANDER","GREG","9","25","26","-1","0","34","20","2","199","0","","43","198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","1A","AUSTIN","SHANE","1","0","0","0","0","36","22","3","174","1","","37","174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","1A","AUSTIN","SHANE","","","","","","11","8","0","72","1","","11","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","1A","AUSTIN","SHANE","5","4","33","-29","1","46","28","0","299","0","","51","270","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","10/10/09","84","AVERY","JOE","","","","","","","","","","","","0","0","1","11","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","84","AVERY","JOE","","","","","","","","","","","","0","0","3","41","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","84","AVERY","JOE","","","","","","","","","","","","0","0","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","84","AVERY","JOE","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","6","BLOUNT","DUSTIN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","21","0","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","6","BLOUNT","DUSTIN","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","2","30","0","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","6","BLOUNT","DUSTIN","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","29","0","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","3","42","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/12/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","7","150","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"277","Hawaii","09/19/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","8","189","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/30/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","4","42","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","7","94","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","10/17/09","3","BRADLEY","RODNEY","","","","","","","","","","","","0","0","2","58","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","2A","DAVIS","LAMETRIUS","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","2A","DAVIS","LAMETRIUS","","","","","","","","","","","","0","0","","","","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","26","DIMUDE","CHIZZY","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","26","DIMUDE","CHIZZY","2","10","0","10","0","","","","","","","2","10","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","26","DIMUDE","CHIZZY","4","29","0","29","0","","","","","","","4","29","2","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","26","DIMUDE","CHIZZY","3","11","1","10","0","","","","","","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","26","DIMUDE","CHIZZY","1","17","0","17","0","","","","","","","1","17","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","3","106","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","4","121","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/19/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","1","39","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","3","137","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","3","145","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","2","64","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","5","155","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","4","104","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","1","31","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","3","172","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","3","112","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","4","166","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","31","DUNNACHIE","ALEX","","","","","","","","","","","","0","0","","","","","","","","","","6","295","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"277","Hawaii","09/12/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","1","1","","8"
"277","Hawaii","09/19/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","3","2","","9"
"277","Hawaii","09/30/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","","6"
"277","Hawaii","10/10/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","2","1","","5"
"277","Hawaii","10/17/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"277","Hawaii","10/24/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","","","","1"
"277","Hawaii","10/31/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","1","0","","3"
"277","Hawaii","11/07/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","7","7","0","0","","","","","2","0","","7"
"277","Hawaii","11/14/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","2","1","","6"
"277","Hawaii","11/21/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","2","1","","5"
"277","Hawaii","11/28/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","3","0","0","","","","","1","1","","6"
"277","Hawaii","12/05/09","20","ENOS","SCOTT","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","1","1","","4"
"277","Hawaii","10/10/09","58","FONOTI","JOHN","","","","","","","","","","","","0","0","","","","","","","1","5","0","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","11","FUNAKI","INOKE","4","14","3","11","0","","","","","","","4","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","11","FUNAKI","INOKE","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","11","FUNAKI","INOKE","2","8","3","5","1","1","1","0","7","0","","3","12","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","10/24/09","11","FUNAKI","INOKE","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","11","FUNAKI","INOKE","","","","","","1","0","0","0","0","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","11","FUNAKI","INOKE","2","16","0","16","0","","","","","","","2","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","25","GREEN","ALEX","5","19","2","17","0","","","","","","","5","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","25","GREEN","ALEX","9","66","7","59","1","","","","","","","9","59","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/19/09","25","GREEN","ALEX","3","10","0","10","1","","","","","","","3","10","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/30/09","25","GREEN","ALEX","3","7","0","7","0","","","","","","","3","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","25","GREEN","ALEX","2","0","0","0","0","","","","","","","2","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","25","GREEN","ALEX","2","6","0","6","0","","","","","","","2","6","1","-3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","25","GREEN","ALEX","8","49","5","44","0","","","","","","","8","44","","","","","","","","","","","","","","","1","17","0","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","25","GREEN","ALEX","10","70","0","70","0","","","","","","","10","70","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","25","GREEN","ALEX","10","112","2","110","0","","","","","","","10","110","2","9","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","25","GREEN","ALEX","11","40","7","33","0","","","","","","","11","33","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","25","GREEN","ALEX","14","81","0","81","0","","","","","","","14","81","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","25","GREEN","ALEX","6","13","0","13","0","","","","","","","6","13","3","27","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","12/05/09","25","GREEN","ALEX","3","3","0","3","0","","","","","","","3","3","1","32","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","5","50","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","3","6","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/19/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","4","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","8","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","1","2","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","3","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","4","15","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","88","HENRY","RYAN","","","","","","","","","","","","0","0","","","","","","","","","","","","1","5","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","50","LOLOTAI","MANA","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","13","0","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","50","LOLOTAI","MANA","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","6","0","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","50","LOLOTAI","MANA","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","6","0","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","1","36","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","2","38","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","10/17/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","3","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","5","47","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","10/31/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","9","92","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","3","68","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","11/14/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","7","79","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","10","149","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","4","25","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","2","MEDEIROS","JON","","","","","","","","","","","","0","0","3","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","17","MONIZ","BRYANT","2","4","0","4","0","1","1","0","36","0","","3","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","17","MONIZ","BRYANT","2","0","15","-15","0","11","5","0","109","0","","13","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","17","MONIZ","BRYANT","8","22","11","11","0","52","24","2","283","2","","60","294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","17","MONIZ","BRYANT","10","55","23","32","1","42","30","1","360","1","","52","392","","","","","","","","","","","","","","","","","","1","","","1","0","","","","","","","","6"
"277","Hawaii","10/24/09","17","MONIZ","BRYANT","3","12","2","10","0","11","5","0","40","0","","14","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","17","MONIZ","BRYANT","4","23","8","15","0","49","29","2","374","3","","53","389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/07/09","17","MONIZ","BRYANT","8","82","6","76","0","37","21","2","337","4","","45","413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","17","MONIZ","BRYANT","9","55","12","43","0","38","20","1","294","0","","47","337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","17","MONIZ","BRYANT","5","21","36","-15","0","44","32","0","366","3","","49","351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","17","MONIZ","BRYANT","7","0","44","-44","0","34","15","2","197","1","","41","153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","21","PILARES","KEALOHA","1","13","0","13","0","","","","","","","1","13","6","42","1","","","","","","","","","","","","1","24","0","1","","","","","","","","","","","","6"
"277","Hawaii","09/12/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","8","69","0","","","","","","","","","","","","1","27","0","","","","","","","","","","","","","0"
"277","Hawaii","09/19/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","13","146","0","","","","","","","","","","","","2","33","0","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","8","60","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","5","48","0","","","","","","","","","","","","2","52","0","","","","","","","","","","","","","0"
"277","Hawaii","10/24/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","4","26","0","","","","","","","","","","","","1","20","0","","","","","","","","","","","","","0"
"277","Hawaii","10/31/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","4","70","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","11/07/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/14/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","2","46","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","3","38","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","8","102","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"277","Hawaii","12/05/09","21","PILARES","KEALOHA","","","","","","","","","","","","0","0","3","39","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/19/09","81","POLLARD","ROYCE","","","","","","","","","","","","0","0","2","22","0","","","","","","","","","","","","3","83","0","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","81","POLLARD","ROYCE","","","","","","","","","","","","0","0","7","84","0","","","","","","","","","","","","6","146","0","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","81","POLLARD","ROYCE","","","","","","","","","","","","0","0","4","36","0","","","","","","","","","","","","4","58","0","","","","","","","","","","","","","0"
"277","Hawaii","11/28/09","81","POLLARD","ROYCE","","","","","","","","","","","","0","0","2","15","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/12/09","22","REGO","JAYSON","3","17","0","17","0","","","","","","","3","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","09/30/09","22","REGO","JAYSON","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","11/21/09","22","REGO","JAYSON","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","20","0","","","","","","","","","","","","","0"
"277","Hawaii","12/05/09","47","RICE","JOSHUA","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","15","0","","","","","","","","","","","","","0"
"277","Hawaii","09/04/09","1","SALAS","GREG","","","","","","","","","","","","0","0","7","180","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/12/09","1","SALAS","GREG","","","","","","","","","","","","0","0","7","195","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"277","Hawaii","09/19/09","1","SALAS","GREG","","","","","","","","","","","","0","0","6","104","2","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"277","Hawaii","09/30/09","1","SALAS","GREG","","","","","","","","","","","","0","0","6","122","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/10/09","1","SALAS","GREG","","","","","","","","","","","","0","0","6","79","0","","","","","","","","","2","44","0","","","","","","","","","","","","","","","","0"
"277","Hawaii","10/17/09","1","SALAS","GREG","","","","","","","","","","","","0","0","10","111","1","","","","","","","","","2","16","0","","","","1","","","","","","","","","","","","6"
