"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Rushing","","","","","Passing","","","","","","Total Off.","","Receiving","","","Pass Int","","","Fumble Ret","","","Punting","","Punt Ret","","","KO Ret","","","Total TD","Off xpts","","","","Def xpts","","","","FG","","Saf","Points"
"721","Air Force","10/17/09","82","DEMERATH","CHAZ","","","","","","","","","","","","0","0","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","82","DEMERATH","CHAZ","","","","","","","","","","","","0","0","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","11","DIETZ","CONNOR","7","85","2","83","0","","","","","","","7","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","11","DIETZ","CONNOR","5","26","3","23","0","4","2","0","40","1","","9","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","11","DIETZ","CONNOR","9","64","0","64","0","6","3","0","51","0","","15","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/03/09","11","DIETZ","CONNOR","1","0","0","0","0","","","","","","","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","11","DIETZ","CONNOR","15","74","3","71","1","17","6","0","42","0","","32","113","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/17/09","11","DIETZ","CONNOR","8","30","0","30","0","1","0","0","0","0","","9","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","11","DIETZ","CONNOR","28","102","4","98","0","10","7","0","64","0","","38","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","19","ESCAMILLA","JON","1","8","0","8","0","","","","","","","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","19","ESCAMILLA","JON","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","1","57","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/12/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","2","56","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/19/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","2","42","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/03/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","3","30","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","3","38","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/24/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","2","41","0","","","","","","","","","","","","","","","","","","0","0","","","","","","","","0"
"721","Air Force","11/07/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","3","129","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/14/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","3","73","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","1","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","83","FOGLER","KEVIN","","","","","","","","","","","","0","0","4","89","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","7A","FRANKLIN","JUSTIN","2","7","0","7","0","","","","","","","2","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","28","GETZ","CODY","3","18","0","18","0","","","","","","","3","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","28","GETZ","CODY","1","7","0","7","0","","","","","","","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","28","GETZ","CODY","9","25","0","25","0","","","","","","","9","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","28","GETZ","CODY","1","2","0","2","0","","","","","","","1","2","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","1","44","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","4","158","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","1","43","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","6","267","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/03/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","5","209","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","7","305","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","6","246","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","7","292","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","1","34","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/07/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","6","289","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","1","41","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","3","137","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","98","GEYER","BRANDON","","","","","","","","","","","","0","0","","","","","","","","","","2","85","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","4","HALDERMAN","KYLE","3","15","1","14","0","","","","","","","3","14","3","54","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","4","HALDERMAN","KYLE","3","22","0","22","1","","","","","","","3","22","1","8","1","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"721","Air Force","11/07/09","4","HALDERMAN","KYLE","1","0","1","-1","0","","","","","","","1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","4","HALDERMAN","KYLE","2","9","6","3","0","","","","","","","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","30","HUNTER","MIKEL","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","30","HUNTER","MIKEL","1","36","0","36","0","","","","","","","1","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","30","HUNTER","MIKEL","2","28","0","28","0","","","","","","","2","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","30","HUNTER","MIKEL","1","6","0","6","0","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","9","HYDER","LUKE","","","","","","","","","","","","0","0","","","","1","27","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","7","JEFFERSON","TIM","5","33","11","22","2","7","5","0","102","1","","12","124","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"721","Air Force","09/12/09","7","JEFFERSON","TIM","17","44","9","35","0","17","10","0","125","1","","34","160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","7","JEFFERSON","TIM","","","","","","2","2","0","33","0","","2","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/03/09","7","JEFFERSON","TIM","7","38","4","34","0","14","6","1","57","0","","21","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","7","JEFFERSON","TIM","11","54","21","33","0","4","1","0","2","0","","15","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","7","JEFFERSON","TIM","11","47","12","35","0","12","7","0","111","2","1","23","146","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","2"
"721","Air Force","11/07/09","7","JEFFERSON","TIM","8","7","32","-25","1","7","4","0","131","1","","15","106","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/14/09","7","JEFFERSON","TIM","8","63","0","63","0","13","8","0","126","0","","21","189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","7","JEFFERSON","TIM","5","20","0","20","0","3","0","1","0","0","","8","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","7","JEFFERSON","TIM","16","52","15","37","1","14","10","0","161","0","","30","198","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/05/09","21","JONES","DARIUS","8","43","0","43","1","","","","","","","8","43","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/19/09","21","JONES","DARIUS","3","14","0","14","0","","","","","","","3","14","","","","","","","","","","","","","","","1","0","0","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","21","JONES","DARIUS","1","0","1","-1","0","","","","","","","1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","58","LAWAL","WALE","","","","","","","","","","","","0","0","","","","","","","1","10","1","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/05/09","38","MISARE","RYAN","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","36","MORRIS, JR.","ANDRE","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","22","OLLIS","AUSTIN","4","18","0","18","0","","","","","","","4","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","27","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","16","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","81","QUINTANA","SEAN","","","","","","","","","","","","0","0","1","18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","1","30","0","2","96","0","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","2","0","0","1","47","1","","","2","16","0","1","32","0","1","","","","","","","","","","","","6"
"721","Air Force","10/03/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","3","3","0","2","34","0","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","5","120","0","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","3","10","0","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","1","-1","0","3","54","0","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","1","13","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/21/09","8","REMBERT","REGGIE","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","1","15","0","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","7","7","0","0","","","","","1","1","","10"
"721","Air Force","09/12/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","2","2","","7"
"721","Air Force","09/19/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","4","4","0","0","","","","","5","3","","13"
"721","Air Force","09/26/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","6","4","","14"
"721","Air Force","10/03/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","3","2","","7"
"721","Air Force","10/10/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","2","2","0","0","","","","","1","1","","5"
"721","Air Force","10/17/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","1","1","","4"
"721","Air Force","10/24/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","3","3","","10"
"721","Air Force","10/31/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","3","2","0","0","","","","","2","2","","8"
"721","Air Force","11/07/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","5","5","0","0","","","","","1","0","","5"
"721","Air Force","11/14/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","6","0","0","","","","","1","1","","9"
"721","Air Force","11/21/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","1","1","0","0","","","","","1","0","","1"
"721","Air Force","12/31/09","99","SODERBERG","ERIK","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","6","5","0","0","","","","","3","2","","11"
"721","Air Force","09/19/09","40","SOUTHWORTH","RYAN","2","6","0","6","0","","","","","","","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","40","SOUTHWORTH","RYAN","2","5","0","5","0","","","","","","","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","40","SOUTHWORTH","RYAN","1","2","0","2","0","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","40","SOUTHWORTH","RYAN","2","2","0","2","0","","","","","","","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","40","SOUTHWORTH","RYAN","2","10","0","10","0","","","","","","","2","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","2","STEPHENS","SAVIER","8","58","0","58","0","","","","","","","8","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","2","STEPHENS","SAVIER","5","23","0","23","0","","","","","","","5","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","2","STEPHENS","SAVIER","8","35","0","35","1","","","","","","","8","35","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/26/09","2","STEPHENS","SAVIER","11","74","3","71","0","","","","","","","11","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/03/09","2","STEPHENS","SAVIER","17","81","1","80","0","","","","","","","17","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","2","STEPHENS","SAVIER","10","46","0","46","0","","","","","","","10","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","2","STEPHENS","SAVIER","8","50","4","46","0","","","","","","","8","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","2","STEPHENS","SAVIER","3","1","0","1","0","","","","","","","3","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","2","STEPHENS","SAVIER","3","8","0","8","0","","","","","","","3","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/07/09","2","STEPHENS","SAVIER","1","3","0","3","0","","","","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","2","STEPHENS","SAVIER","6","33","0","33","1","","","","","","","6","33","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/21/09","2","STEPHENS","SAVIER","4","13","0","13","1","","","","","","","4","13","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/05/09","42","TEW","JARED","9","57","0","57","3","","","","","","","9","57","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","18"
"721","Air Force","09/12/09","42","TEW","JARED","16","56","0","56","0","","","","","","","16","56","1","8","0","","","","","","","","","","","","3","90","0","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","42","TEW","JARED","17","61","0","61","0","","","","","","","17","61","1","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","42","TEW","JARED","23","68","0","68","0","","","","","","","23","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/03/09","42","TEW","JARED","18","52","3","49","0","","","","","","","18","49","1","15","0","","","","","","","","","","","","1","22","0","","","","","","","","","","","","","0"
"721","Air Force","10/10/09","42","TEW","JARED","9","26","0","26","0","","","","","","","9","26","2","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","42","TEW","JARED","27","105","0","105","1","","","","","","","27","105","","","","","","","","","","","","","","","1","19","0","1","","","","","","","","","","","","6"
"721","Air Force","10/24/09","42","TEW","JARED","16","44","1","43","1","","","","","","","16","43","1","4","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","10/31/09","42","TEW","JARED","20","87","0","87","1","","","","","","","20","87","","","","","","","","","","","","","","","3","58","0","1","","","","","","","","","","","","6"
"721","Air Force","11/07/09","42","TEW","JARED","25","104","2","102","0","","","","","","","25","102","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","42","TEW","JARED","13","61","0","61","1","","","","","","","13","61","2","28","0","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/21/09","42","TEW","JARED","19","82","0","82","0","","","","","","","19","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","42","TEW","JARED","26","173","0","173","2","","","","","","","26","173","1","6","0","","","","","","","","","","","","","","","2","","","","","","","","","","","","12"
"721","Air Force","09/26/09","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","34","THOMAS","CHRIS","","","","","","","","","","","","0","0","","","","2","21","0","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","3","THOMPSON","CHRIS","3","0","3","-3","0","","","","","","","3","-3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","39","WALKER","NATHAN","8","73","0","73","1","","","","","","","8","73","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","09/12/09","39","WALKER","NATHAN","4","6","1","5","0","","","","","","","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/19/09","39","WALKER","NATHAN","8","46","0","46","0","","","","","","","8","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/26/09","39","WALKER","NATHAN","3","11","0","11","0","","","","","","","3","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/17/09","39","WALKER","NATHAN","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/24/09","39","WALKER","NATHAN","1","5","0","5","0","","","","","","","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","10/31/09","39","WALKER","NATHAN","7","29","0","29","0","","","","","","","7","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/07/09","39","WALKER","NATHAN","1","1","0","1","0","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","11/14/09","39","WALKER","NATHAN","6","25","0","25","1","","","","","","","6","25","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","6"
"721","Air Force","11/21/09","39","WALKER","NATHAN","1","10","0","10","0","","","","","","","1","10","","","","","","","","","","","","","","","1","8","0","","","","","","","","","","","","","0"
"721","Air Force","12/31/09","39","WALKER","NATHAN","2","12","0","12","0","","","","","","","2","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/05/09","15","WARZEKA","JOHNATHAN","","","","","","","","","","","","0","0","1","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
"721","Air Force","09/12/09","15","WARZEKA","JOHNATHAN","10","42","0","42","0","","","","","","","10","42","3","44","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0"
